2000000000,0,0,2.02,2.5,0,20.2,0.187045
2000000000,1,0,997.98,22.5,3.14159,20.2,0.166107
2100000000,0,0,4.04,2.5,0,20.2187,0.186997
2100000000,1,0,995.96,22.5,3.14159,20.2166,0.165995
2200000000,0,0,6.06187,2.5,0,20.2374,0.186949
2200000000,1,0,993.938,22.5,3.14159,20.2332,0.165883
2300000000,0,0,8.08561,2.5,0,20.2561,0.186901
2300000000,1,0,991.915,22.5,3.14159,20.2498,0.165771
2400000000,0,0,10.1112,2.5,0,20.2748,0.186852
2400000000,1,0,989.89,22.5,3.14159,20.2664,0.165659
2500000000,0,0,12.1387,2.5,0,20.2935,0.186804
2500000000,1,0,987.863,22.5,3.14159,20.2829,0.165547
2600000000,0,0,14.168,2.5,0,20.3122,0.186755
2600000000,1,0,985.835,22.5,3.14159,20.2995,0.165434
2700000000,0,0,16.1993,2.5,0,20.3308,0.186706
2700000000,1,0,983.805,22.5,3.14159,20.316,0.165321
2800000000,0,0,18.2323,2.5,0,20.3495,0.186657
2800000000,1,0,981.774,22.5,3.14159,20.3326,0.165208
2900000000,0,0,20.2673,2.5,0,20.3682,0.186608
2900000000,1,0,979.74,22.5,3.14159,20.3491,0.165095
3000000000,0,0,22.3041,2.5,0,20.3868,0.186559
3000000000,1,0,977.705,22.5,3.14159,20.3656,0.164982
3100000000,0,0,24.3428,2.5,0,20.4055,0.18651
3100000000,1,0,975.669,22.5,3.14159,20.3821,0.164868
3200000000,0,0,26.3833,2.5,0,20.4241,0.186461
3200000000,1,0,973.631,22.5,3.14159,20.3986,0.164754
3300000000,0,0,28.4258,2.5,0,20.4428,0.186411
3300000000,1,0,971.591,22.5,3.14159,20.4151,0.16464
3400000000,0,0,30.47,2.5,0,20.4614,0.186362
3400000000,1,0,969.549,22.5,3.14159,20.4315,0.164526
3500000000,0,0,32.5162,2.5,0,20.4801,0.186312
3500000000,1,0,967.506,22.5,3.14159,20.448,0.164412
3600000000,0,0,34.5642,2.5,0,20.4987,0.186262
3600000000,1,0,965.461,22.5,3.14159,20.4644,0.164297
3700000000,0,0,36.6141,2.5,0,20.5173,0.186212
3700000000,1,0,963.415,22.5,3.14159,20.4808,0.164182
3800000000,0,0,38.6658,2.5,0,20.5359,0.186162
3800000000,1,0,961.367,22.5,3.14159,20.4973,0.164067
3900000000,0,0,40.7194,2.5,0,20.5546,0.186112
3900000000,1,0,959.317,22.5,3.14159,20.5137,0.163952
4000000000,0,0,42.7748,2.5,0,20.5732,0.186061
4000000000,2,0,2.02,2.5,0,20.2,0.125197
4000000000,1,0,957.266,22.5,3.14159,20.5301,0.163837
4000000000,3,0,997.98,22.5,3.14159,20.2,0.153213
4100000000,0,0,44.8321,2.5,0,20.5918,0.186011
4100000000,2,0,4.04,2.5,0,20.2125,0.125257
4100000000,1,0,955.213,22.5,3.14159,20.5465,0.163721
4100000000,3,0,995.96,22.5,3.14159,20.2153,0.15316
4200000000,0,0,46.8913,2.5,0,20.6104,0.18596
4200000000,2,0,6.06125,2.5,0,20.225,0.125314
4200000000,1,0,953.158,22.5,3.14159,20.5628,0.163605
4200000000,3,0,993.938,22.5,3.14159,20.2306,0.153106
4300000000,0,0,48.9524,2.5,0,20.629,0.185909
4300000000,2,0,8.08376,2.5,0,20.2376,0.125368
4300000000,1,0,951.102,22.5,3.14159,20.5792,0.163489
4300000000,3,0,991.915,22.5,3.14159,20.2459,0.153051
4400000000,0,0,51.0153,2.5,0,20.6476,0.185859
4400000000,2,0,10.1075,2.5,0,20.2501,0.12542
4400000000,1,0,949.044,22.5,3.14159,20.5955,0.163373
4400000000,3,0,989.891,22.5,3.14159,20.2613,0.152996
4500000000,0,0,53.08,2.5,0,20.6661,0.185808
4500000000,2,0,12.1325,2.5,0,20.2627,0.12547
4500000000,1,0,946.984,22.5,3.14159,20.6119,0.163257
4500000000,3,0,987.865,22.5,3.14159,20.2766,0.152941
4600000000,0,0,55.1466,2.5,0,20.6847,0.185756
4600000000,2,0,14.1588,2.5,0,20.2752,0.125517
4600000000,1,0,944.923,22.5,3.14159,20.6282,0.16314
4600000000,3,0,985.837,22.5,3.14159,20.2918,0.152885
4700000000,0,0,57.2151,2.5,0,20.7033,0.185705
4700000000,2,0,16.1863,2.5,0,20.2878,0.125561
4700000000,1,0,942.86,22.5,3.14159,20.6445,0.163024
4700000000,3,0,983.808,22.5,3.14159,20.3071,0.152829
4800000000,0,0,59.2854,2.5,0,20.7219,0.185654
4800000000,2,0,18.2151,2.5,0,20.3003,0.125602
4800000000,1,0,940.796,22.5,3.14159,20.6608,0.162907
4800000000,3,0,981.777,22.5,3.14159,20.3224,0.152772
4900000000,0,0,61.3576,2.5,0,20.7404,0.185602
4900000000,2,0,20.2451,2.5,0,20.3129,0.125642
4900000000,1,0,938.73,22.5,3.14159,20.6771,0.16279
4900000000,3,0,979.745,22.5,3.14159,20.3377,0.152715
5000000000,0,0,63.4317,2.5,0,20.759,0.185551
5000000000,2,0,22.2764,2.5,0,20.3254,0.125678
5000000000,1,0,936.662,22.5,3.14159,20.6934,0.162672
5000000000,3,0,977.711,22.5,3.14159,20.353,0.152657
5100000000,0,0,65.5076,2.5,0,20.7776,0.185499
5100000000,2,0,24.3089,2.5,0,20.338,0.125712
5100000000,1,0,934.593,22.5,3.14159,20.7097,0.162555
5100000000,3,0,975.676,22.5,3.14159,20.3682,0.152599
5200000000,0,0,67.5853,2.5,0,20.7961,0.185447
5200000000,2,0,26.3427,2.5,0,20.3506,0.125743
5200000000,1,0,932.522,22.5,3.14159,20.7259,0.162437
5200000000,3,0,973.639,22.5,3.14159,20.3835,0.152541
5300000000,0,0,69.6649,2.5,0,20.8146,0.185395
5300000000,2,0,28.3778,2.5,0,20.3631,0.125772
5300000000,1,0,930.449,22.5,3.14159,20.7422,0.162319
5300000000,3,0,971.601,22.5,3.14159,20.3987,0.152482
5400000000,0,0,71.7464,2.5,0,20.8332,0.185343
5400000000,2,0,30.4141,2.5,0,20.3757,0.125799
5400000000,1,0,928.375,22.5,3.14159,20.7584,0.162201
5400000000,3,0,969.561,22.5,3.14159,20.414,0.152422
5500000000,0,0,73.8297,2.5,0,20.8517,0.185291
5500000000,2,0,32.4517,2.5,0,20.3883,0.125822
5500000000,1,0,926.299,22.5,3.14159,20.7746,0.162083
5500000000,3,0,967.519,22.5,3.14159,20.4292,0.152363
5600000000,0,0,75.9149,2.5,0,20.8702,0.185239
5600000000,2,0,34.4905,2.5,0,20.4009,0.125844
5600000000,1,0,924.222,22.5,3.14159,20.7908,0.161964
5600000000,3,0,965.476,22.5,3.14159,20.4445,0.152302
5700000000,0,0,78.0019,2.5,0,20.8888,0.185186
5700000000,2,0,36.5306,2.5,0,20.4135,0.125863
5700000000,1,0,922.143,22.5,3.14159,20.807,0.161846
5700000000,3,0,963.432,22.5,3.14159,20.4597,0.152242
5800000000,0,0,80.0908,2.5,0,20.9073,0.185134
5800000000,2,0,38.572,2.5,0,20.4261,0.125879
5800000000,1,0,920.062,22.5,3.14159,20.8232,0.161727
5800000000,3,0,961.386,22.5,3.14159,20.4749,0.15218
5900000000,0,0,82.1815,2.5,0,20.9258,0.185081
5900000000,2,0,40.6146,2.5,0,20.4386,0.125893
5900000000,1,0,917.98,22.5,3.14159,20.8394,0.161608
5900000000,3,0,959.339,22.5,3.14159,20.4901,0.152119
6000000000,0,0,84.2741,2.5,0,20.9443,0.185028
6000000000,2,0,42.6584,2.5,0,20.4512,0.125904
6000000000,4,0,2.02,2.5,0,20.2,0.157463
6000000000,1,0,915.896,22.5,3.14159,20.8555,0.161489
6000000000,3,0,957.29,22.5,3.14159,20.5054,0.152057
6000000000,5,0,997.98,22.5,3.14159,20.2,0.121485
6100000000,0,0,86.3685,2.5,0,20.9628,0.184975
6100000000,2,0,44.7036,2.5,0,20.4638,0.125913
6100000000,4,0,4.04,2.5,0,20.2157,0.157261
6100000000,1,0,913.81,22.5,3.14159,20.8717,0.161369
6100000000,3,0,955.239,22.5,3.14159,20.5206,0.151994
6100000000,5,0,995.96,22.5,3.14159,20.2121,0.121454
6200000000,0,0,88.4648,2.5,0,20.9813,0.184922
6200000000,2,0,46.7499,2.5,0,20.4764,0.125919
6200000000,4,0,6.06157,2.5,0,20.2315,0.15706
6200000000,1,0,911.723,22.5,3.14159,20.8878,0.16125
6200000000,3,0,953.187,22.5,3.14159,20.5358,0.151931
6200000000,5,0,993.939,22.5,3.14159,20.2243,0.121423
6300000000,0,0,90.5629,2.5,0,20.9998,0.184869
6300000000,2,0,48.7976,2.5,0,20.489,0.125923
6300000000,4,0,8.08472,2.5,0,20.2472,0.156858
6300000000,1,0,909.634,22.5,3.14159,20.9039,0.16113
6300000000,3,0,951.133,22.5,3.14159,20.551,0.151868
6300000000,5,0,991.916,22.5,3.14159,20.2364,0.12139
6400000000,0,0,92.6629,2.5,0,21.0183,0.184815
6400000000,2,0,50.8465,2.5,0,20.5016,0.125924
6400000000,4,0,10.1094,2.5,0,20.2629,0.156657
6400000000,1,0,907.544,22.5,3.14159,20.92,0.16101
6400000000,3,0,949.078,22.5,3.14159,20.5661,0.151804
6400000000,5,0,989.893,22.5,3.14159,20.2486,0.121358
6500000000,0,0,94.7647,2.5,0,21.0368,0.184762
6500000000,2,0,52.8966,2.5,0,20.5142,0.125923
6500000000,4,0,12.1357,2.5,0,20.2785,0.156455
6500000000,1,0,905.452,22.5,3.14159,20.9362,0.16089
6500000000,3,0,947.022,22.5,3.14159,20.5813,0.15174
6500000000,5,0,987.868,22.5,3.14159,20.2607,0.121324
6600000000,0,0,96.8684,2.5,0,21.0553,0.184708
6600000000,2,0,54.9481,2.5,0,20.5268,0.125919
6600000000,4,0,14.1636,2.5,0,20.2942,0.156254
6600000000,1,0,903.358,22.5,3.14159,20.9522,0.160769
6600000000,3,0,944.964,22.5,3.14159,20.5965,0.151675
6600000000,5,0,985.842,22.5,3.14159,20.2728,0.12129
6700000000,0,0,98.974,2.5,0,21.0737,0.184655
